address_id,polling_place_county,polling_place_name,polling_place_address_full,polling_place_address_line_1,polling_place_address_city,polling_place_address_state,polling_place_address_zip,image_url,hours_advanced_polling,Latitude,Longitude,status,date_added,date_removed
6754 W CHURCH ST_DOUGLASVILLE_GA_30134,DOUGLAS,OLD COURTHOUSE,"6754 W Church St, Douglasville, GA 30134",6754 W Church St,Douglasville,GA,30134,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/6754%20W%20CHURCH%20ST%2C%20DOUGLASVILLE%2C%20GA%2C%2030134.png,05/11/2026 - 05/15/2026 8:30 AM - 6:00 PM (Advanced Polling Location),33.7490604,-84.7504258,,,
8750 DORRIS RD_DOUGLASVILLE_GA_30134,DOUGLAS,WOODIE FITE SENIOR CENTER,"8750 Dorris Rd, Douglasville, GA 30134",8750 Dorris Rd,Douglasville,GA,30134,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/8750%20Dorris%20Rd%2C%20Douglasville%2C%20GA%2030134/places_api/94036a864b8321670efe4f898379c02dd142f48f832669fbd56f59fbfc1ff5f8.jpg,05/11/2026 - 05/15/2026 8:30 AM - 6:00 PM (Advanced Polling Location),33.7453497,-84.7270902,,,
17 MCDONALD AVE_BLAKELY_GA_39823,EARLY,EARLY COUNTY BOARD OF ELECTIONS,"17 Mcdonald Ave, Blakely, GA 39823",17 Mcdonald Ave,Blakely,GA,39823,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/17%20MCDONALD%20AVE.%2C%20BLAKELY%2C%20GA%2039823.png,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),31.3784066,-84.9332655,,,
110 HWY 94 E_STATENVILLE_GA_31648,ECHOLS,COURTHOUSE,"110 Hwy 94 E, Statenville, GA 31648",110 Hwy 94 E,Statenville,GA,31648,https://storage.googleapis.com/movement_labs_public2/images/110%20HWY%2094%20E%2C%20ECHOLS%2C%20GA%2031648/111/polling_street.jpg,05/11/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),30.7031641,-83.0276778,,,
284 GA HIGHWAY 119 S_SPRINGFIELD_GA_31329,EFFINGHAM,EFFINGHAM CO. BOARD OF ELECTIONS AND REGISTRATION,"284 Ga Highway 119 S., Springfield, GA 31329",284 Ga Highway 119 S,Springfield,GA,31329,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/284%20GA%20HIGHWAY%20119%20S.%2C%20SPRINGFIELD%2C%20GA%2C%2031329.png,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),32.3684457,-81.3166885,,,
45 FOREST AVE_ELBERTON_GA_30635,ELBERT,ELBERT COUNTY ROCK GYM,"45 Forest Avenue, Elberton, GA 30635",45 Forest Ave,Elberton,GA,30635,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/45%20Forest%20Ave%2C%20Elberton%2C%20GA%2030635/places_api/913ee13857cacd0583e49da675a44d934cbd55535099259f72804fe7b61a36f2.jpg,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),34.1116995,-82.8710448,,,
"223 W MORING ST, STE 102_SWAINSBORO_GA_30401",EMANUEL,OFFICE,"223 W Moring St Suite 102, Swainsboro, GA 30401","223 W Moring St, Ste 102",Swainsboro,GA,30401,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/223%20W%20Moring%20St%20%23102%2C%20Swainsboro%2C%20GA%2030401/street_view/dab7779a4bb80b223fd30ea1c88d149574ca87fadeede174073e7ffeda6be0c5.jpg,05/11/2026 - 05/15/2026 8:30 AM - 5:00 PM (Advanced Polling Location),32.5939081,-82.3352137,,,
"201 FREEMAN ST, STE #8_CLAXTON_GA_30417",EVANS,COURTHOUSE ANNEX,"201 Freeman St Suite #8, Claxton, GA 30417","201 Freeman St, Ste #8",Claxton,GA,30417,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/201%20Freeman%20St%20%238%2C%20Claxton%2C%20GA%2030417/street_view/889f818e3243b175c336b6ac5b0e6efe715ed4bd258309f70888c3adbbbc37ae.jpg,05/11/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),32.1623945,-81.9075905,,,
"400 W MAIN ST, STE 301_BLUE RIDGE_GA_30513",FANNIN,ELECTION OFFICE,"400 West Main St Suite 301, Blue Ridge, GA 30513","400 W Main St, Ste 301",Blue Ridge,GA,30513,https://storage.googleapis.com/movement_labs_public2/images/400%20WEST%20MAIN%20ST.%2C%20BLUE%20RIDGE%2C%20GA%2030513/114/polling_street.jpg,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),34.8643071,-84.3268021,,,
"175 JOHNSON AVE, STE B_FAYETTEVILLE_GA_30214",FAYETTE,FAYETTE COUNTY ELECTIONS OFFICE,"175 Johnson Ave. Ste B, Fayetteville, GA 30214","175 Johnson Ave, Ste B",Fayetteville,GA,30214,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/175%20Johnson%20Ave%20b%2C%20Fayetteville%2C%20GA%2030214/street_view/a22607823d6017fca59162e00583a3f9d233e5db2d2054301a33910d9a0c9e2e.jpg,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),33.445729,-84.4515969,,,
1821 HERITAGE PARK WAY_FAYETTEVILLE_GA_30214,FAYETTE,FAYETTE COUNTY PUBLIC LIBRARY,"1821 Heritage Park Way, Fayetteville, GA 30214",1821 Heritage Park Way,Fayetteville,GA,30214,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/1821%20HERITAGE%20PARK%20WAY%2C%20FAYETTEVILLE%2C%20GA%2C%2030214.png,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),33.4463759,-84.4554421,,,
201 WILLOWBEND RD_PEACHTREE CITY_GA_30269,FAYETTE,PEACHTREE CITY LIBRARY,"201 Willowbend Rd, Peachtree City, GA 30269",201 Willowbend Rd,Peachtree City,GA,30269,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/201%20WILLOWBEND%20RD%2C%20PEACHTREE%20CITY%2C%20GA%2C%2030269.png,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),33.4005413,-84.5803945,,,
950 SENOIA RD_TYRONE_GA_30290,FAYETTE,TYRONE TOWN HALL,"950 Senoia Rd., Tyrone, GA 30290",950 Senoia Rd,Tyrone,GA,30290,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/950%20Senoia%20Rd%2C%20Tyrone%2C%20GA%2030290/street_view/b03412481793fdc2bfa268fb7d9960819d21602374bb297189960e77f29c88df.jpg,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),33.4792785,-84.5940242,,,
2901 GARDEN LAKES BLVD NW_ROME_GA_30165,FLOYD,ANTHONY RECREATION CENTER,"2901 Garden Lakes Blvd Nw, Rome, GA 30165",2901 Garden Lakes Blvd NW,Rome,GA,30165,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/1812%20GARDEN%20LAKES%20BLVD%20NW%2C%20ROME%2C%20GA%2C%2030161.png,05/11/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),34.2828077,-85.2376746,,,
18 E 12TH ST_ROME_GA_30161,FLOYD,FLOYD COUNTY ELECTION CENTER,"18 East 12Th Street, Rome, GA 30161",18 E 12th St,Rome,GA,30161,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/18%20E%2012th%20St%20SE%2C%20Rome%2C%20GA%2030161/street_view/9c4065cdbef436f7f43fe039a89aa831a141fe3f87d8ec9363568d9bd8d3e574.jpg,05/11/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),34.2374314,-85.1737278,,,
102 N FLOYD PARK RD_ROME_GA_30165,FLOYD,THORNTON REC CENTER,"102 N Floyd Park Rd, Rome, GA 30165",102 N Floyd Park Rd,Rome,GA,30165,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/102%20N%20Floyd%20Park%20Rd%2C%20Rome%2C%20GA%2030165/static_map/783c11a5dbb71470bbeedcd104b9218d0e6438b5cbd6ca250628206175e7f13a.jpg,05/11/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),34.3403252,-85.1682164,,,
1201 SAWNEE DR_CUMMING_GA_30040,FORSYTH,ELECTIONS AND VOTER REGISTRATION OFFICE,"1201 Sawnee Drive, Cumming, GA 30040",1201 Sawnee Dr,Cumming,GA,30040,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/1201%20Sawnee%20Dr%2C%20Cumming%2C%20GA%2030040/places_api/e0884f2932e0ba07c0b00e12eb537a832dfba421991f7081eeaafbe0f1f5c672.jpg,05/11/2026 - 05/15/2026 8:00 AM - 6:00 PM (Advanced Polling Location),34.2237919,-84.1391689,,,
5345 SETTINGDOWN RD_CUMMING_GA_30041,FORSYTH,HAMPTON PARK LIBRARY,"5345 Settingdown Rd, Cumming, GA 30041",5345 Settingdown Rd,Cumming,GA,30041,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/5345%20SETTINGDOWN%20RD%2C%20CUMMING%2C%20GA%2C%2030041.png,05/11/2026 - 05/15/2026 8:00 AM - 6:00 PM (Advanced Polling Location),34.3052691,-84.0675929,,,
5100 POST RD_CUMMING_GA_30040,FORSYTH,MIDWAY PARK COMMUNITY BUILDING,"5100 Post Rd, Cumming, GA 30040",5100 Post Rd,Cumming,GA,30040,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/5100%20POST%20RD%2C%20CUMMING%2C%20GA%2C%2030040.png,05/11/2026 - 05/15/2026 8:00 AM - 6:00 PM (Advanced Polling Location),34.2023678,-84.2186091,,,
1950 SHARON RD_CUMMING_GA_30041,FORSYTH,SHARON SPRINGS PARK COMMUNITY BUILDING,"1950 Sharon Rd, Cumming, GA 30041",1950 Sharon Rd,Cumming,GA,30041,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/1950%20Sharon%20Rd%2C%20Cumming%2C%20GA%2030041/street_view/962b2277ebfca00e6f09bad45e39cbc4f1a2748aaafa94af4cdfb3494e9363c4.jpg,05/11/2026 - 05/15/2026 8:00 AM - 6:00 PM (Advanced Polling Location),34.1155823,-84.1639569,,,
7850 ROYSTON RD_CARNESVILLE_GA_30521,FRANKLIN,FRANKLIN COUNTY BOARD OF ELECTIONS & REGISTRATION BUILDING,"7850 Royston Rd, Carnesville, GA 30521",7850 Royston Rd,Carnesville,GA,30521,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/7850%20Royston%20Rd%2C%20Carnesville%2C%20GA%2030521/street_view/13b1424345cf8d6419ac2bb535c5e18846551aa98a453f2652fe9741941f6f1b.jpg,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),34.3670198,-83.2311536,,04/25/2026,
4700 N POINT PKWY_ALPHARETTA_GA_30005,FULTON,FULTON COUNTY HEALTH AND HUMAN SERVICES-NORTH,"4700 North Point Parkway, Alpharetta, GA 30005",4700 N Point Pkwy,Alpharetta,GA,30005,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/4700%20North%20Point%20Pkwy%2C%20Alpharetta%2C%20GA%2030022/static_map/afc0abd4072a11acaf30a4cd3e0fa8aeeb58cfe011dd7518bc5ec787748b1f21.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),34.0559148,-84.2685947,,,
400 FORMWALT ST SW_ATLANTA_GA_30312,FULTON,MECHANICSVILLE LIBRARY,"400 Formwalt Street Sw, Atlanta, GA 30312",400 Formwalt St SW,Atlanta,GA,30312,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/400%20Formwalt%20St%20SW%2C%20Atlanta%2C%20GA%2030312/street_view/a78a93c0bb9c099c03e0adde23ecbbc83fcf23457f872effa518a434542da534.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.7437429,-84.3948627,,,
580 ATLANTA STUDENT MOVEMENT BLVD SW_ATLANTA_GA_30314,FULTON,FLIPPER TEMPLE  AME  CHURCH FELLOWSHIP HALL,"580 Atlanta Student Movement Blvd Sw, Atlanta, GA 30314",580 Atlanta Student Movement Blvd Sw,Atlanta,GA,30314,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2026%20Georgia%20EV/compressed_580%20ATLANTA%20STUDENT%20MOVEMENT%20BLVD%20SW_ATLANTA_GA_30314.png,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.7490305,-84.4068099,,04/25/2026,04/25/2026
2231 CAMPBELLTON ROAD SW_ATLANTA_GA_30311,FULTON,ADAMS PARK LIBRARY,"2231 Campbellton Road Sw, Atlanta, GA 30311",2231 Campbellton Road Sw,Atlanta,GA,30311,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/2231%20Campbellton%20Rd%20SW%2C%20Atlanta%2C%20GA%2030311/places_api/f34e3e658edf48f3753add89a861a0caa5a5ab5c79306c6682276d88f347adae.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.7056921,-84.4616954,,04/25/2026,
10 PARK PLAZA_ALPHARETTA_GA_30009,FULTON,ALPHARETTA BRANCH LIBRARY,"10 Park Plaza, Alpharetta, GA 30009",10 Park Plaza,Alpharetta,GA,30009,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/10%20Park%20Plaza%2C%20Alpharetta%2C%20GA%2030009/places_api/15d96dbdcce08c47a6f635cf4756ab22277a6f0ed7f273f06c85d2461bf0e3f6.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),34.0738826,-84.2922684,,04/25/2026,
269 BUCKHEAD AVENUE NE_ATLANTA_GA_30305,FULTON,BUCKHEAD LIBRARY,"269 Buckhead Avenue Ne, Atlanta, GA 30305",269 Buckhead Avenue Ne,Atlanta,GA,30305,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/269%20Buckhead%20Ave%20NE%2C%20Atlanta%2C%20GA%2030305/static_map/4841f1fbf04de8962b6cf9abf2f1b4f08d44012db0831a8e77278b553040f0bc.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.8378433,-84.379257,,04/25/2026,
"3201 MARTIN LUTHER KING JR. DR._S.W., ATLANTA_GA_30311",FULTON,C.T. MARTIN NATATORIUM AND RECREATION CENTER,"3201 Martin Luther King Jr. Dr., S.W., Atlanta, GA 30311",3201 Martin Luther King Jr. Dr.,"S.W., Atlanta",GA,30311,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/3201%20M.L.K.%20Jr%20Dr%20SW%2C%20Atlanta%2C%20GA%2030311/places_api/cd07f36bb277733880814919325cabd450f2361c38cc949dd4671f5fa6e3f1d3.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.7537453,-84.4917365,,04/25/2026,
2757 MAIN STREET_EAST POINT_GA_30344,FULTON,EAST POINT LIBRARY,"2757 Main Street, East Point, GA 30344",2757 Main Street,East Point,GA,30344,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/2757%20Main%20St%2C%20East%20Point%2C%20GA%2030344/street_view/8d40b8c40d56c7670e5e4a82ddf21de62d61776eb3dde855ae279eafb6191e48.jpg,"05/09/2026 - 05/09/2026 9:00 AM - 5:00 PM (Advanced Polling Location)
05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location)",33.6803507,-84.4406947,REMOVED 05/14/2026,04/25/2026,05/09/2026
2301 HOLCOMB BRIDGE ROAD_ROSWELL_GA_30076,FULTON,EAST ROSWELL LIBRARY,"2301 Holcomb Bridge Road, Roswell, GA 30076",2301 Holcomb Bridge Road,Roswell,GA,30076,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/2301%20Holcomb%20Bridge%20Rd%2C%20Roswell%2C%20GA%2030076/street_view/5710b1a9d332069fa98c17bc76f89cf3df9ea26bb2f5d4127cda421fd7c14f2f.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),34.0029406,-84.2944889,,04/25/2026,
5600 CAMPBELLTON FAIRBURN ROAD_UNION CITY_GA_30213,FULTON,ELECTIONS HUB,"5600 Campbellton Fairburn Road, Union City, GA 30213",5600 Campbellton Fairburn Road,Union City,GA,30213,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/5600%20CAMPBELLTON%20FAIRBURN%20ROAD%2C%20UNION%20CITY%2C%20GA%2C%2030213.png,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.6050697,-84.6071103,,04/25/2026,
5285 LAKESIDE DR_UNION CITY_GA_30291,FULTON,ETRIS COMMUNITY RECREATION CENTER,"5285 Lakeside Dr, Union City, GA 30291",5285 Lakeside Dr,Union City,GA,30291,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/5285%20Lakeside%20Dr%2C%20Union%20City%2C%20GA%2030291/street_view/3c76924ebb277991037711a978d1e3aa9536483435be8c26fdc4f9522a02abcf.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.5886895,-84.5572703,,04/25/2026,
4055 FLAT SHOALS ROAD_UNION_GA_30291,FULTON,GLADYS S. DENNARD LIBRARY AT SOUTH FULTON,"4055 Flat Shoals Road, Union, GA 30291",4055 Flat Shoals Road,Union,GA,30291,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/4055%20Flat%20Shoals%20Rd%2C%20Union%20City%2C%20GA%2030291/static_map/89e6ec8da8191bf572a2f5a09b01d0b93d160155c512b0df777a1989cda422dd.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.5878375,-84.5195234,,04/25/2026,
537 PARK AVENUE SE_ATLANTA_GA_30312,FULTON,GRANT PARK RECREATION CENTER,"537 Park Avenue Se, Atlanta, GA 30312",537 Park Avenue Se,Atlanta,GA,30312,https://storage.googleapis.com/movement_labs_public2/images/537%20PARK%20AVENUE%20SE%2C%20ATLANTA%2C%20GA%2030312/146/polling_street.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.7396937,-84.3703891,,04/25/2026,
980 PONCE DE LEON AVENUE NE_ATLANTA_GA_30306,FULTON,JOAN P. GARNER LIBRARY AT PONCE DE LEON,"980 Ponce De Leon Avenue Ne, Atlanta, GA 30306",980 Ponce De Leon Avenue Ne,Atlanta,GA,30306,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/980%20PONCE%20DE%20LEON%20AVENUE%20NE%2C%20ATLANTA%2C%20GA%2C%2030306.png,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.7741387,-84.3551123,,04/25/2026,
1332 METROPOLITAN PARKWAY_ATLANTA_GA_30310,FULTON,METROPOLITAN LIBRARY,"1332 Metropolitan Parkway, Atlanta, GA 30310",1332 Metropolitan Parkway,Atlanta,GA,30310,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/1332%20Metropolitan%20Pkwy%20SW%2C%20Atlanta%2C%20GA%2030310/street_view/c7a8af0855012cdde52228d37d85d50de96a8ce59b9688c09350982e72fb4789.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.7187898,-84.4073649,,04/25/2026,
855 MAYFIELD ROAD_MILTON_GA_30009,FULTON,MILTON LIBRARY,"855 Mayfield Road, Milton, GA 30009",855 Mayfield Road,Milton,GA,30009,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/855%20MAYFIELD%20ROAD%2C%20MILTON%2C%20GA%2C%2030009.png,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),34.0901276,-84.3362662,,04/25/2026,
7741 ROSWELL ROAD_ATLANTA_GA_30350,FULTON,NORTH FULTON SERVICE CENTER,"7741 Roswell Road, Atlanta, GA 30350",7741 Roswell Road,Atlanta,GA,30350,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/7741%20Roswell%20Rd%2C%20Sandy%20Springs%2C%20GA%2030350/street_view/6f6f4728b8bd5def26285c2b61284d0ff892d6fa02bbdc8db9bf72f0e3b49858.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.965712,-84.3627546,,04/25/2026,
2489 PERRY BOULEVARD_ATLANTA_GA_30318,FULTON,NORTHWEST BRANCH LIBRARY AT SCOTTS CROSSING,"2489 Perry Boulevard, Atlanta, GA 30318",2489 Perry Boulevard,Atlanta,GA,30318,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/2489%20Perry%20Blvd%20NW%2C%20Atlanta%2C%20GA%2030318/street_view/06c60cf9210711f394f3d45613f176edbb8c7ef4c9c196bab69980dcb3a2af9e.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.8055133,-84.4702582,REMOVED 05/14/2026,04/25/2026,05/11/2026
5090 ABBOTTS BRIDGE ROAD_JOHNS CREEK_GA_30328,FULTON,OCEE LIBRARY,"5090 Abbotts Bridge Road, Johns Creek, GA 30328",5090 Abbotts Bridge Road,Johns Creek,GA,30328,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/5090%20Abbotts%20Bridge%20Rd%2C%20Johns%20Creek%2C%20GA%2030005/street_view/58ba43a5e356a77ebc4b50cfb59d2444d7bba3104e8d83bc7afb58ffe0d1d68a.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),34.0647391,-84.2095748,,04/25/2026,
9111 CASCADE PALMETTO HWY._PALMETTO_GA_30268,FULTON,PALMETTO LIBRARY,"9111 Cascade Palmetto Hwy., Palmetto, GA 30268",9111 Cascade Palmetto Hwy.,Palmetto,GA,30268,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/9111%20Cascade%20Palmetto%20Hwy%2C%20Palmetto%2C%20GA%2030268/street_view/3c7fd7ad21ad7518662767c79f99a9ee7feb1211707eb56351782ad959686f49.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.5306402,-84.6644021,,04/25/2026,
115 NORCROSS STREET_ROSWELL_GA_30075,FULTON,ROSWELL BRANCH LIBRARY,"115 Norcross Street, Roswell, GA 30075",115 Norcross Street,Roswell,GA,30075,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/115%20NORCROSS%20STREET%2C%20ROSWELL%2C%20GA%2C%2030075.png,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),34.0250276,-84.3579431,,04/25/2026,
395 MOUNT VERNON HIGHWAY NE_SANDY SPRINGS_GA_30328,FULTON,SANDY SPRINGS BRANCH LIBRARY,"395 Mount Vernon Highway Ne, Sandy Springs, GA 30328",395 Mount Vernon Highway Ne,Sandy Springs,GA,30328,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/395%20Mount%20Vernon%20Hwy%20NE%2C%20Atlanta%2C%20GA%2030328/street_view/984226700f666db795c7e1f81527b851616e51e1218130724549458d37c7fae2.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.9240116,-84.3740527,,04/25/2026,
5600 STONEWALL TELL ROAD_SOUTH FULTON_GA_30349,FULTON,SOUTH FULTON SERVICE CENTER,"5600 Stonewall Tell Road, South Fulton, GA 30349",5600 Stonewall Tell Road,South Fulton,GA,30349,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/5600%20Stonewall%20Tell%20Rd%2C%20College%20Park%2C%20GA%2030349/street_view/af8e94795bc38ddfc33d11fe989d8e3d258062b7147bbd51d46351053aad1ed0.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.6014223,-84.5498796,,04/25/2026,
"915 NEW HOPE ROAD_SW, ATLANTA_GA_30331",FULTON,SOUTHWEST ARTS CENTER,"915 New Hope Road, Sw, Atlanta, GA 30331",915 New Hope Road,"Sw, Atlanta",GA,30331,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/915%20New%20Hope%20Rd%20SW%2C%20Atlanta%2C%20GA%2030331/street_view/5a34b3758554beca6ebdf9d97fd741d8b09f25c27ed650a9ac67022fc899e87c.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.7296585,-84.5413851,,04/25/2026,
3100 ENON ROAD_SOUTH FULTON_GA_30331,FULTON,WOLF CREEK LIBRARY,"3100 Enon Road, South Fulton, GA 30331",3100 Enon Road,South Fulton,GA,30331,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/3100%20Enon%20Rd%2C%20Atlanta%2C%20GA%2030331/places_api/db127ca8b5b4a0d5a1fa7b67e01621f23ea78a86f0ccb01d66d9d37a3dc5e4db.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.6726702,-84.5742095,,04/25/2026,
40 WASHINGTON STREET_FAIRBURN_GA_30213,FULTON,FAIRBURN ANNEX,"40 Washington Street, Fairburn, GA 30213",40 Washington Street,Fairburn,GA,30213,https://storage.googleapis.com/movement_labs_public2/images/40%20WASHINGTON%20STREET%2C%20FAIRBURN%2C%20GA%2030213/139/polling_street.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.566859,-84.5831876,,04/25/2026,
3636 COLLEGE STREET_COLLEGE PARK_GA_30337,FULTON,HUGH C. CONLEY RECREATION CENTER,"3636 College Street, College Park, GA 30337",3636 College Street,College Park,GA,30337,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/3636%20College%20St%2C%20College%20Park%2C%20GA%2030337/street_view/55786a176199cf49ce2c8f92766afc259ad79188f7ab086ce2e2beacf81b62a6.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.6559253,-84.4507224,,04/25/2026,
8100 HOLCOMB BRIDGE ROAD_ALPHARETTA_GA_30022,FULTON,JOHNS CREEK ENVIROMNMENTAL CAMPUS,"8100 Holcomb Bridge Road, Alpharetta, GA 30022",8100 Holcomb Bridge Road,Alpharetta,GA,30022,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/8100%20Holcomb%20Bridge%20Rd%2C%20Alpharetta%2C%20GA%2030022/street_view/7b42c0edf6a39554cc5809a20f5cc32b1931e2392cb4a0e9847b8cf69d60f7ff.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.9764544,-84.267056,,04/25/2026,
9560 SPRUILL ROAD_JOHNS CREEK_GA_30022,FULTON,NORTHEAST SPRUILL OAKS LIBRARY,"9560 Spruill Road, Johns Creek, GA 30022",9560 Spruill Road,Johns Creek,GA,30022,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/9560%20Spruill%20Rd%2C%20Alpharetta%2C%20GA%2030022/static_map/02636222ee06197207f612996ab048c57c8b2d7f0607a65d8ff29d0eca8b184a.jpg,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),34.0141651,-84.2243117,,04/25/2026,
